filename,label
IMG_20251102_174942.jpg,1
IMG_20251102_174943.jpg,1
IMG_20251102_174944.jpg,1
IMG_20251102_174946.jpg,1
IMG_20251102_174947.jpg,1
IMG_20251102_174949.jpg,1
IMG_20251102_174952.jpg,1
IMG_20251102_174954.jpg,1
IMG_20251102_174955.jpg,1
IMG_20251102_174956.jpg,1
IMG_20251102_174957.jpg,1
IMG_20251102_174958.jpg,1
IMG_20251102_174959.jpg,1
IMG_20251102_175000.jpg,1
IMG_20251102_175001.jpg,1
IMG_20251102_175003.jpg,1
IMG_20251102_175005.jpg,1
IMG_20251102_175006.jpg,1
IMG_20251102_175007.jpg,1
IMG_20251102_175008.jpg,1
IMG_20251102_175009.jpg,1
IMG_20251102_175010.jpg,1
IMG_20251102_175011.jpg,1
IMG_20251102_175013.jpg,1
IMG_20251102_175014.jpg,1
IMG_20251102_175015.jpg,1
IMG_20251102_175015_1.jpg,1
IMG_20251102_175016.jpg,1
IMG_20251102_175017.jpg,1
IMG_20251102_175019.jpg,1
IMG_6369.jpg,0
IMG_6370.jpg,0
IMG_6371.jpg,0
IMG_6374.jpg,0
IMG_6375.jpg,0
IMG_6376.jpg,0
IMG_6377.jpg,0
IMG_6380.jpg,0
IMG_6381.jpg,0
IMG_6382.jpg,0
IMG_6383.jpg,0
IMG_6385.jpg,0
IMG_6386.jpg,0
IMG_6387.jpg,0
IMG_6389.jpg,0
IMG_6391.jpg,0
IMG_6393.jpg,0
IMG_6394.jpg,0
IMG_6395.jpg,0
IMG_6396.jpg,0
IMG_6397.jpg,0
IMG_6398.jpg,0
IMG_6399.jpg,0
IMG_6400.jpg,0
IMG_6402.jpg,0
IMG_6403.jpg,0
IMG_6404.jpg,0
IMG_6406.jpg,0
IMG_6407.jpg,0
IMG_6408.jpg,0
